"vars","means","code","iter"
0.920195716047913,-0.282770661778229,1,55
0.880292821317838,-0.798218638281099,1,56
0.613862847158161,-0.877054730252166,2,70
0.949845534809444,-0.295820013611325,1,56
1.02145042012722,-0.234996996205771,3,61
1.0175963914268,-0.365252679960994,1,76
0.945651290400311,-0.897374637133613,1,61
0.279500792623775,-1.0323669988946,1,52
1.42994390761236,-0.749904405075693,1,66
0.677874039473067,-0.889591207835791,1,69
0.837036711603407,-0.784420155096856,1,74
1.08748118994806,-0.394306121018415,1,54
0.622619881093932,-0.946299728607042,1,58
1.37510954013941,-0.748920189374376,2,99
0.925490263560275,-0.290710728318505,1,63
0.519277619535914,-0.973680412430758,1,64
1.28559990014282,-0.774024594197601,1,46
1.10258693136888,-0.259668305509909,1,74
1.16860431366064,-0.602314763412331,1,57
0.976953339165876,-0.294934400017823,1,70
1.1700768614239,-0.43922848994145,1,85
1.01897912766765,-0.457854356951505,1,54
0.157598672537841,-1.06914292670566,1,54
0.595901505830848,-0.969180266601742,1,60
0.312584274057289,-1.01684336924751,1,51
0.908350698540174,-0.9293419650286,4,100
0.190329496290699,-1.05365135515354,1,61
0.693537260895085,-0.9238465207415,1,65
0.739212049238859,-0.917422652427375,1,57
1.53489890626096,-0.712428612171072,1,65
0.748468404159937,-0.927325048419131,1,58
0.985396668033125,-0.169834580922808,1,76
1.40002258828945,-0.749358700183655,1,48
0.873525041052414,-0.776632857824467,1,42
0.220877641868022,-1.05352554038225,1,30
1.14209466723054,-0.829791778751528,1,49
0.159211860089849,-1.06207487999745,1,53
0.168013344073918,-1.0668997916465,1,50
0.553193548065069,-0.968962506845776,1,43
1.04308273843769,-0.457691400528837,1,44
0.713555421200181,-0.832866143372204,1,57
0.952325258377361,-0.677957232672605,1,51
0.732060815347767,-0.867214498528297,1,50
0.848858116455816,-0.797173741333936,1,39
0.946808916013851,-0.457787376688262,1,67
0.226180779801261,-1.0424112204812,1,37
0.0684490884769832,-1.09189584305689,1,58
0.525579933343539,-0.953399467539125,1,50
0.940254159028464,-0.358074554234999,1,47
1.00404996095202,-0.115347484681755,3,53
1.51944070469059,-0.718461337320167,1,51
1.55316098611522,-0.71268500896024,1,60
0.977226855856859,-0.434560946354613,1,74
1.3060547984615,-0.754398628663297,1,63
0.908653530477052,-0.652130840372227,1,63
0.648843066277407,-0.947056089399877,1,66
0.459691837664542,-0.964561469737347,1,49
0.282973672398092,-1.02911318420951,1,55
0.936599851202138,-0.88439801884374,1,72
0.325573497089318,-1.02823029269244,1,34
0.964748012532261,-0.40036197115952,1,62
1.04531988235198,-0.359258450619076,1,54
0.893237863334478,-0.715558534852342,1,78
1.35502026692884,-0.767191774409533,1,69
0.992801068016472,-0.32575560048095,1,58
0.797630096970589,-0.854911282716782,1,40
0.951981226248604,-0.886068990532521,1,50
0.417269551028563,-0.999194758287057,1,94
0.431536757585282,-0.997453786127685,1,60
2.14380085329201e-09,-0.0115699556721289,2,16
0.615151089748147,-1.15078463785292,1,67
0.492081274239223,-0.952164605421427,1,52
0.994464456174022,-0.440950494962577,1,64
0.668729058741993,-0.944046938197488,1,45
0.982167350810585,-0.206287808502485,1,61
0.637753295186191,-0.959642751403241,1,64
0.33950568798207,-1.00775590620819,1,49
1.30407345716925,-0.748059963293243,1,73
1.1032862715767,-0.847681714459002,1,62
0.878812967107768,-0.910775090401587,2,97
0.970867869432248,-0.465972906384882,1,68
1.01795400533568,-0.67415414981222,1,67
1.0825858145789,-0.80927923942765,1,61
0.44815010853076,-0.910481947107841,1,48
0.503231016280639,-0.983147058506463,1,42
0.951323096973353,-0.671725760781366,1,67
0.571463583494842,-0.972219524929427,1,54
0.114330684787059,-1.07775611051957,1,52
0.717234954474084,-0.93451418867735,1,58
0.0817407799543,-1.08896896469337,1,64
0.646509891181963,-0.959593045732653,1,48
0.630503148630687,-0.715975277460765,1,82
1.32156227551825,-0.775918894292654,1,61
0.731397741021869,-0.932001378242084,1,57
0.105946578964798,-1.07938211915968,1,68
0.20086313701674,-1.05602829507293,1,53
1.05933526959951,-0.734910931257128,5,65
0.851116782888237,-0.687433374394516,1,28
0.927336395135409,-0.655871043431879,4,100
0.988868524992156,-0.397478860657888,1,54
